PC1,PC2,PC3
-0.6958959378443593,1.2111600101203437,-1.078100560225781
-0.6958310244662735,1.2102452183591028,-1.087151704755684
-0.7158719052158843,1.4926713243235306,1.7072323424222988
-0.7061024296302864,1.354994992558093,0.3450333918487356
-2.8219766323473885,-2.6231015342454134,-0.4697909426904319
-2.826349190793038,-2.561481255659076,0.13989321832693882
-2.8212546656437665,-2.633275849800074,-0.5704577878456026
-0.7167667106645422,1.5052813698408718,1.8319988186215113
-0.7138464997239251,1.4641282980344232,1.4248215608548567
-0.7141230552825351,1.4680256571613435,1.463382862166574
-0.6958798085728808,1.2109327083668608,-1.0803495321884093
-0.698358678896078,1.2458661876544388,-0.7347102475327413
-0.7138055668398989,1.4635514513785388,1.4191141171772719
-0.7045743041177788,1.3334598842305423,0.13196044322996572
-0.7052181302073371,1.3425330032049063,0.22173181487258528
-0.7138624276990263,1.4643527630187694,1.427042465219435
-0.6986329852434972,1.2497318497733285,-0.6964625631697173
-0.6957986400933104,1.2097888415928142,-1.0916671936863704
-0.7045461478924866,1.33306309263404,0.1280345026603666
-0.6985058616105841,1.247940360014558,-0.7141879444176585
-0.6965449829549368,1.220306678146859,-0.9876014785957459
-0.6957241160275685,1.208738611218655,-1.1020583966999546
-0.6962535271128113,1.2161993367789552,-1.0282403889244904
-0.7107757416962419,1.4208536414485633,0.9966528913981324
-0.6958700460036407,1.2107951293627677,-1.0817107681582616
-0.7023932445610583,1.3027233030803835,-0.17215383734441309
-0.7213551383627054,1.5699437858036394,2.4717825347950515
-0.6985058616105841,1.247940360014558,-0.7141879444176585
-0.6993166383588177,1.2593662310963243,-0.6011379423048178
-0.6987237777975699,1.2510113438144177,-0.6838029766039863
-0.7197911212003031,1.5479028744106906,2.253705062914757
-0.6998464220849797,1.2668322080986656,-0.5272679756432802
-0.696058634829935,1.213452817340865,-1.0554150372341968
-0.6983563001002432,1.2458326644748499,-0.7350419330117965
-0.6957977398169659,1.2097761544486996,-1.091792722992512
-0.7021925329066793,1.2998947741511313,-0.20013990502712012
-0.7076372613247089,1.3766246077522752,0.5590414115352503
-0.6959384114270353,1.2117585690714905,-1.0721782904743054
-0.7080051040904818,1.3818084318188104,0.6103312709674644
-3.8072804044108923,-3.0809057591535742,0.7644295443747884
-3.817769978536545,-2.9330814389279807,2.2270348542230094
-3.801495755287482,-3.162425925193527,-0.04214834164413579
-0.7032283456576031,1.3144919650334432,-0.05571218933896056
-0.6958373362116921,1.210334166629524,-1.0862716316227825
-0.7066909841416693,1.3632891968335672,0.42709801555720917
-0.717872483556376,1.5208644739880146,1.9861813701444668
-0.6995123854808049,1.2621247973543281,-0.5738441001929975
-0.6995897387849299,1.2632148987695546,-0.5630584046068438
-0.6993231177568374,1.2594575420109777,-0.6002344926666574
-0.697752657063365,1.2373258251583517,-0.8192104131059235
-0.6957722715509528,1.2094172429175338,-1.0953438701274891
-0.7055609907998532,1.347364766002301,0.2695383051213587
-0.700909109333908,1.2818081278360602,-0.3790930359963605
-3.7939023902183653,-3.269435420156901,-1.1009230770784253
-0.6957710830461875,1.2094004939144836,-1.095509588331085
-0.7148417814498532,1.478154305459117,1.5635978657552991
-0.7145718985458084,1.474350980714657,1.5259669606523034
-0.7144255218406407,1.4722881670409014,1.5055570427994194
-0.7069816357496399,1.367385204531883,0.46762478814505837
-0.708737828272451,1.392134347133863,0.7124980764416308
-0.7146564747267854,1.4755428705197562,1.537759772248066
-0.695969830198257,1.2122013380955254,-1.067797439443828
-0.7015470650312081,1.2907985183092818,-0.29014019776462907
-0.6957531643933665,1.2091479753049694,-1.0980080612382983
-0.714113963764626,1.467897534947933,1.462115193697965
-0.7119599283619312,1.4375417916802902,1.1617690042489792
-0.7111497285894234,1.4261240516287668,1.0487994522812125
-2.821260369460183,-2.6331954687689336,-0.5696624808029028
-3.7939023902183653,-3.269435420156901,-1.1009230770784253
-3.7939023902183653,-3.269435420156901,-1.1009230770784253
-3.7939023902183653,-3.269435420156901,-1.1009230770784253
-3.798995986228522,-3.197653919908591,-0.3907016246690516
-2.8398503863585773,-2.371215661193438,2.022421535197828
-2.821233469834831,-2.633574551731159,-0.5734132083731569
-0.7026849792962228,1.306834574748354,-0.13147603978968384
-0.7065839389969505,1.3617806631636622,0.41217226212015223
-0.6958699642943718,1.2107939778749195,-1.0817221612242909
-2.838478619107711,-2.3905472907656202,1.8311502747100885
-2.823004730476307,-2.608613061671403,-0.3264389091008345
-2.8296002227622803,-2.515666088605756,0.593198239459496
-3.794022143301435,-3.267747799869584,-1.084225402504507
-3.7939023902183653,-3.269435420156901,-1.1009230770784253
-3.81312609340073,-2.9985253888142576,1.5795184749490578
-2.8277021148081127,-2.5424151743816426,0.32853708742652227
-0.7068039813432717,1.3648816098633216,0.4428536892463284
-0.6999682885721782,1.2685496115330284,-0.5102756202688922
-0.7139090126753973,1.4650092617843318,1.433538003835507
-0.6985907470647892,1.249136608252531,-0.7023520095587268
-0.7027211660774094,1.307344536951394,-0.12643036513445693
-0.7170666508203789,1.5095082763972103,1.8738207323911666
-0.7009964768088625,1.2830393539507008,-0.36691102257564034
-0.7043544614417497,1.3303617513844146,0.10130685696996242
-0.7101903007229078,1.4126033147071109,0.9150224013568755
-3.8128865311395757,-3.001901419907858,1.5461153042381925
3.9828042103038865,-1.2513355198590534,-0.17922638992946413
3.981123291559609,-1.2276471729585268,0.05515115975493642
3.9867560821194163,-1.3070272722363712,-0.7302524499005807
3.9867112710858303,-1.3063957727589681,-0.7240042595662252
3.978214707248999,-1.1866579494319691,0.4607072677418221
3.9854559207726754,-1.2887047488466399,-0.5489655009144989
3.986497845192361,-1.3033880684191412,-0.6942453922081954
-2.8307536110177858,-2.4994119649603252,0.7540200008209352
-2.3901928220798094,-2.840390502618395,0.7515901684745747
-2.825566860883992,-2.5725062396681064,0.03080967829786048
4.123998414954281,-1.192086615519329,-0.41640982470451376
4.1208262240768185,-1.1473825165283178,0.02590205236991331
-1.7458497514663553,0.8802265171822524,-1.1781980308181914
-0.5719035261861761,1.5128251770532526,1.0832341400480048
-0.5758473562965368,1.5684036017028822,1.6331389113433659
-0.5756519597336269,1.5656499756985676,1.6058939491537858
-0.5675916209626001,1.452059653980825,0.4820071121421491
-0.5569339370191706,1.3018662461985417,-1.004038454590876
-0.5680380591014942,1.4583510833195443,0.5442558540494519
-0.557337382348547,1.3075517993820036,-0.9477843804110317
-0.5715281498989159,1.507535186837411,1.0308938501219111
-0.5602316816043332,1.348339710777729,-0.5442200975246618
-0.5645572048088869,1.4092971452430094,0.05890574257784988
-0.5655766662908894,1.4236639058729421,0.2010535322689523
-0.5668310186451949,1.4413408660504874,0.3759531413332613
-0.5679658359482029,1.457333278553408,0.5341854769080745
-0.5692248470015548,1.475075891445871,0.7097346679173406
3.8478880405366,-1.399057628909567,-0.8174156867307254
3.8479600819291613,-1.4000728722126687,-0.827460720211265
3.8480874052185556,-1.4018671756303482,-0.8452139403997425
3.847963277591352,-1.4001179070811347,-0.8279063047919781
3.848088640807646,-1.4018845881692268,-0.8453862237681552
3.848086169998905,-1.4018497682977902,-0.8450417085437745
3.847703480581298,-1.396456717794727,-0.7916817181847973
3.8480607244674716,-1.4014911771536822,-0.841493731386589
3.8480672760669674,-1.4015835055676118,-0.842407248379308
3.8480362480923804,-1.4011462438450373,-0.8380808877624975
3.8479961764494406,-1.4005815342288976,-0.8324935305412503
3.8478962891757953,-1.399173872854955,-0.8185658290855309
3.8480492841101905,-1.401329953922118,-0.8398985543940821
-0.562897155374457,1.3859028990852582,-0.17256191171614915
-0.5627753982134097,1.3841870363296502,-0.18953902328678385
-0.5701390447283403,1.487959222636919,0.8372050907801226
-0.5571275323644116,1.304594488543396,-0.9770446437345377
-0.5595267915923113,1.3384060484943274,-0.642505867956547
4.116850481614459,-1.0913543670677017,0.5802564967333861
4.11732485994333,-1.0980395435253054,0.5141119369664836
1.047614460831902,2.5178073720685807,-1.3842440522197137
1.0368927403162234,2.6689032152261163,0.11073040232841984
1.0473434909078514,2.5216260156421466,-1.3464615793587393
